52026 silly lifecycle ansi-styles@2.1.0~preinstall: no script for preinstall, continuing
57064 verbose linkBins bl@1.0.0
57065 verbose linkMans bl@1.0.0
57066 silly build caseless@0.11.0
57067 info linkStuff caseless@0.11.0
57068 silly linkStuff caseless@0.11.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules as its parent node_modules
57069 verbose linkBins caseless@0.11.0
57070 verbose linkMans caseless@0.11.0
57071 silly build delayed-stream@1.0.0
57072 info linkStuff delayed-stream@1.0.0
57073 silly linkStuff delayed-stream@1.0.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/combined-stream/node_modules as its parent node_modules
57074 verbose linkBins delayed-stream@1.0.0
57075 verbose linkMans delayed-stream@1.0.0
57076 silly build combined-stream@1.0.5
57077 info linkStuff combined-stream@1.0.5
57078 silly linkStuff combined-stream@1.0.5 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules as its parent node_modules
57079 verbose linkBins combined-stream@1.0.5
57080 verbose linkMans combined-stream@1.0.5
57081 silly build extend@3.0.0
57082 info linkStuff extend@3.0.0
57083 silly linkStuff extend@3.0.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules as its parent node_modules
57084 verbose linkBins extend@3.0.0
57085 verbose linkMans extend@3.0.0
57086 silly build forever-agent@0.6.1
57087 info linkStuff forever-agent@0.6.1
57088 silly linkStuff forever-agent@0.6.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules as its parent node_modules
57089 verbose linkBins forever-agent@0.6.1
57090 verbose linkMans forever-agent@0.6.1
57091 silly build async@1.5.0
57092 info linkStuff async@1.5.0
57093 silly linkStuff async@1.5.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/form-data/node_modules as its parent node_modules
57094 verbose linkBins async@1.5.0
57095 verbose linkMans async@1.5.0
57096 silly build ansi-styles@2.1.0
57097 info linkStuff ansi-styles@2.1.0
57098 silly linkStuff ansi-styles@2.1.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/har-validator/node_modules/chalk/node_modules as its parent node_modules
57099 verbose linkBins ansi-styles@2.1.0
57100 verbose linkMans ansi-styles@2.1.0
57101 silly build escape-string-regexp@1.0.3
57102 info linkStuff escape-string-regexp@1.0.3
57103 silly linkStuff escape-string-regexp@1.0.3 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/har-validator/node_modules/chalk/node_modules as its parent node_modules
57104 verbose linkBins escape-string-regexp@1.0.3
57105 verbose linkMans escape-string-regexp@1.0.3
57106 silly build ansi-regex@2.0.0
57107 info linkStuff ansi-regex@2.0.0
57108 silly linkStuff ansi-regex@2.0.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/har-validator/node_modules/chalk/node_modules/has-ansi/node_modules as its parent node_modules
57109 verbose linkBins ansi-regex@2.0.0
57110 verbose linkMans ansi-regex@2.0.0
57111 silly build has-ansi@2.0.0
57112 info linkStuff has-ansi@2.0.0
57113 silly linkStuff has-ansi@2.0.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/har-validator/node_modules/chalk/node_modules as its parent node_modules
57114 verbose linkBins has-ansi@2.0.0
57115 verbose linkMans has-ansi@2.0.0
57116 silly build ansi-regex@2.0.0
57117 info linkStuff ansi-regex@2.0.0
57118 silly linkStuff ansi-regex@2.0.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/har-validator/node_modules/chalk/node_modules/strip-ansi/node_modules as its parent node_modules
57119 verbose linkBins ansi-regex@2.0.0
57120 verbose linkMans ansi-regex@2.0.0
57121 silly build strip-ansi@3.0.0
57122 info linkStuff strip-ansi@3.0.0
57123 silly linkStuff strip-ansi@3.0.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/har-validator/node_modules/chalk/node_modules as its parent node_modules
57124 verbose linkBins strip-ansi@3.0.0
57125 verbose linkMans strip-ansi@3.0.0
57126 silly build supports-color@2.0.0
57127 info linkStuff supports-color@2.0.0
57128 silly linkStuff supports-color@2.0.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/har-validator/node_modules/chalk/node_modules as its parent node_modules
57129 verbose linkBins supports-color@2.0.0
57130 verbose linkMans supports-color@2.0.0
57131 silly build chalk@1.1.1
57132 info linkStuff chalk@1.1.1
57133 silly linkStuff chalk@1.1.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/har-validator/node_modules as its parent node_modules
57134 verbose linkBins chalk@1.1.1
57135 verbose linkMans chalk@1.1.1
57136 silly build graceful-readlink@1.0.1
57137 info linkStuff graceful-readlink@1.0.1
57138 silly linkStuff graceful-readlink@1.0.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/har-validator/node_modules/commander/node_modules as its parent node_modules
57139 verbose linkBins graceful-readlink@1.0.1
57140 verbose linkMans graceful-readlink@1.0.1
57141 silly build commander@2.9.0
57142 info linkStuff commander@2.9.0
57143 silly linkStuff commander@2.9.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/har-validator/node_modules as its parent node_modules
57144 verbose linkBins commander@2.9.0
57145 verbose linkMans commander@2.9.0
57146 silly build generate-function@2.0.0
57147 info linkStuff generate-function@2.0.0
57148 silly linkStuff generate-function@2.0.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/har-validator/node_modules/is-my-json-valid/node_modules as its parent node_modules
57149 verbose linkBins generate-function@2.0.0
57150 verbose linkMans generate-function@2.0.0
57151 silly build is-property@1.0.2
57152 info linkStuff is-property@1.0.2
57153 silly linkStuff is-property@1.0.2 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/har-validator/node_modules/is-my-json-valid/node_modules/generate-object-property/node_modules as its parent node_modules
57154 verbose linkBins is-property@1.0.2
57155 verbose linkMans is-property@1.0.2
57156 silly build generate-object-property@1.2.0
57157 info linkStuff generate-object-property@1.2.0
57158 silly linkStuff generate-object-property@1.2.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/har-validator/node_modules/is-my-json-valid/node_modules as its parent node_modules
57159 verbose linkBins generate-object-property@1.2.0
57160 verbose linkMans generate-object-property@1.2.0
57161 silly build jsonpointer@2.0.0
57162 info linkStuff jsonpointer@2.0.0
57163 silly linkStuff jsonpointer@2.0.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/har-validator/node_modules/is-my-json-valid/node_modules as its parent node_modules
57164 verbose linkBins jsonpointer@2.0.0
57165 verbose linkMans jsonpointer@2.0.0
57166 silly build xtend@4.0.1
57167 info linkStuff xtend@4.0.1
57168 silly linkStuff xtend@4.0.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/har-validator/node_modules/is-my-json-valid/node_modules as its parent node_modules
57169 verbose linkBins xtend@4.0.1
57170 verbose linkMans xtend@4.0.1
57171 silly build is-my-json-valid@2.12.3
57172 info linkStuff is-my-json-valid@2.12.3
57173 silly linkStuff is-my-json-valid@2.12.3 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/har-validator/node_modules as its parent node_modules
57174 verbose linkBins is-my-json-valid@2.12.3
57175 verbose linkMans is-my-json-valid@2.12.3
57176 silly build pinkie@2.0.1
57177 info linkStuff pinkie@2.0.1
57178 silly linkStuff pinkie@2.0.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/har-validator/node_modules/pinkie-promise/node_modules as its parent node_modules
57179 verbose linkBins pinkie@2.0.1
57180 verbose linkMans pinkie@2.0.1
57181 silly build pinkie-promise@2.0.0
57182 info linkStuff pinkie-promise@2.0.0
57183 silly linkStuff pinkie-promise@2.0.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/har-validator/node_modules as its parent node_modules
57184 verbose linkBins pinkie-promise@2.0.0
57185 verbose linkMans pinkie-promise@2.0.0
57186 silly build har-validator@2.0.3
57187 info linkStuff har-validator@2.0.3
57188 silly linkStuff har-validator@2.0.3 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules as its parent node_modules
57189 verbose linkBins har-validator@2.0.3
57190 verbose link bins [ { 'har-validator': 'bin/har-validator' },
57190 verbose link bins   '/Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/.bin',
57190 verbose link bins   false ]
57191 verbose linkMans har-validator@2.0.3
57192 silly gentlyRm /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/.bin/har-validator is being purged
57193 verbose gentlyRm don't care about contents; nuking /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/.bin/har-validator
57194 silly build hoek@2.16.3
57195 info linkStuff hoek@2.16.3
57196 silly linkStuff hoek@2.16.3 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/hawk/node_modules as its parent node_modules
57197 verbose linkBins hoek@2.16.3
57198 verbose linkMans hoek@2.16.3
57199 silly build boom@2.10.1
57200 info linkStuff boom@2.10.1
57201 silly linkStuff boom@2.10.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/hawk/node_modules as its parent node_modules
57202 verbose linkBins boom@2.10.1
57203 verbose linkMans boom@2.10.1
57204 silly build cryptiles@2.0.5
57205 info linkStuff cryptiles@2.0.5
57206 silly linkStuff cryptiles@2.0.5 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/hawk/node_modules as its parent node_modules
57207 verbose linkBins cryptiles@2.0.5
57208 verbose linkMans cryptiles@2.0.5
57209 silly build sntp@1.0.9
57210 info linkStuff sntp@1.0.9
57211 silly linkStuff sntp@1.0.9 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/hawk/node_modules as its parent node_modules
57212 verbose linkBins sntp@1.0.9
57213 verbose linkMans sntp@1.0.9
57214 silly build hawk@3.1.2
57215 info linkStuff hawk@3.1.2
57216 silly linkStuff hawk@3.1.2 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules as its parent node_modules
57217 verbose linkBins hawk@3.1.2
57218 verbose linkMans hawk@3.1.2
57219 silly build assert-plus@0.1.5
57220 info linkStuff assert-plus@0.1.5
57221 silly linkStuff assert-plus@0.1.5 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/http-signature/node_modules as its parent node_modules
57222 verbose linkBins assert-plus@0.1.5
57223 verbose linkMans assert-plus@0.1.5
57224 silly build extsprintf@1.0.2
57225 info linkStuff extsprintf@1.0.2
57226 silly linkStuff extsprintf@1.0.2 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/http-signature/node_modules/jsprim/node_modules as its parent node_modules
57227 verbose linkBins extsprintf@1.0.2
57228 verbose linkMans extsprintf@1.0.2
57229 silly build json-schema@0.2.2
57230 info linkStuff json-schema@0.2.2
57231 silly linkStuff json-schema@0.2.2 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/http-signature/node_modules/jsprim/node_modules as its parent node_modules
57232 verbose linkBins json-schema@0.2.2
57233 verbose linkMans json-schema@0.2.2
57234 silly build verror@1.3.6
57235 info linkStuff verror@1.3.6
57236 silly linkStuff verror@1.3.6 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/http-signature/node_modules/jsprim/node_modules as its parent node_modules
57237 verbose linkBins verror@1.3.6
57238 verbose linkMans verror@1.3.6
57239 silly build jsprim@1.2.2
57240 info linkStuff jsprim@1.2.2
57241 silly linkStuff jsprim@1.2.2 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/http-signature/node_modules as its parent node_modules
57242 verbose linkBins jsprim@1.2.2
57243 verbose linkMans jsprim@1.2.2
57244 silly build asn1@0.2.3
57245 info linkStuff asn1@0.2.3
57246 silly linkStuff asn1@0.2.3 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/http-signature/node_modules/sshpk/node_modules as its parent node_modules
57247 verbose linkBins asn1@0.2.3
57248 verbose linkMans asn1@0.2.3
57249 silly build assert-plus@0.2.0
57250 info linkStuff assert-plus@0.2.0
57251 silly linkStuff assert-plus@0.2.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/http-signature/node_modules/sshpk/node_modules as its parent node_modules
57252 verbose linkBins assert-plus@0.2.0
57253 verbose linkMans assert-plus@0.2.0
57254 silly build assert-plus@0.1.5
57255 info linkStuff assert-plus@0.1.5
57256 silly linkStuff assert-plus@0.1.5 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/http-signature/node_modules/sshpk/node_modules/dashdash/node_modules as its parent node_modules
57257 verbose linkBins assert-plus@0.1.5
57258 verbose linkMans assert-plus@0.1.5
57259 silly build dashdash@1.10.1
57260 info linkStuff dashdash@1.10.1
57261 silly linkStuff dashdash@1.10.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/http-signature/node_modules/sshpk/node_modules as its parent node_modules
57262 verbose linkBins dashdash@1.10.1
57263 verbose linkMans dashdash@1.10.1
57264 silly build jsbn@0.1.0
57265 info linkStuff jsbn@0.1.0
57266 silly linkStuff jsbn@0.1.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/http-signature/node_modules/sshpk/node_modules as its parent node_modules
57267 verbose linkBins jsbn@0.1.0
57268 verbose linkMans jsbn@0.1.0
57269 silly build jodid25519@1.0.2
57270 info linkStuff jodid25519@1.0.2
57271 silly linkStuff jodid25519@1.0.2 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/http-signature/node_modules/sshpk/node_modules as its parent node_modules
57272 verbose linkBins jodid25519@1.0.2
57273 verbose linkMans jodid25519@1.0.2
57274 silly build ecc-jsbn@0.1.1
57275 info linkStuff ecc-jsbn@0.1.1
57276 silly linkStuff ecc-jsbn@0.1.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/http-signature/node_modules/sshpk/node_modules as its parent node_modules
57277 verbose linkBins ecc-jsbn@0.1.1
57278 verbose linkMans ecc-jsbn@0.1.1
57279 silly build tweetnacl@0.13.2
57280 info linkStuff tweetnacl@0.13.2
57281 silly linkStuff tweetnacl@0.13.2 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/http-signature/node_modules/sshpk/node_modules as its parent node_modules
57282 verbose linkBins tweetnacl@0.13.2
57283 verbose linkMans tweetnacl@0.13.2
57284 silly build sshpk@1.7.1
57285 info linkStuff sshpk@1.7.1
57286 silly linkStuff sshpk@1.7.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/http-signature/node_modules as its parent node_modules
57287 verbose linkBins sshpk@1.7.1
57288 verbose link bins [ { 'sshpk-conv': 'bin/sshpk-conv' },
57288 verbose link bins   '/Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/http-signature/node_modules/.bin',
57288 verbose link bins   false ]
57289 verbose linkMans sshpk@1.7.1
57290 silly gentlyRm /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/http-signature/node_modules/.bin/sshpk-conv is being purged
57291 verbose gentlyRm don't care about contents; nuking /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/http-signature/node_modules/.bin/sshpk-conv
57292 silly build http-signature@1.1.0
57293 info linkStuff http-signature@1.1.0
57294 silly linkStuff http-signature@1.1.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules as its parent node_modules
57295 verbose linkBins http-signature@1.1.0
57296 verbose linkMans http-signature@1.1.0
57297 silly build is-typedarray@1.0.0
57298 info linkStuff is-typedarray@1.0.0
57299 silly linkStuff is-typedarray@1.0.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules as its parent node_modules
57300 verbose linkBins is-typedarray@1.0.0
57301 verbose linkMans is-typedarray@1.0.0
57302 silly build isstream@0.1.2
57303 info linkStuff isstream@0.1.2
57304 silly linkStuff isstream@0.1.2 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules as its parent node_modules
57305 verbose linkBins isstream@0.1.2
57306 verbose linkMans isstream@0.1.2
57307 silly build json-stringify-safe@5.0.1
57308 info linkStuff json-stringify-safe@5.0.1
57309 silly linkStuff json-stringify-safe@5.0.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules as its parent node_modules
57310 verbose linkBins json-stringify-safe@5.0.1
57311 verbose linkMans json-stringify-safe@5.0.1
57312 silly build mime-db@1.20.0
57313 info linkStuff mime-db@1.20.0
57314 silly linkStuff mime-db@1.20.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/mime-types/node_modules as its parent node_modules
57315 verbose linkBins mime-db@1.20.0
57316 verbose linkMans mime-db@1.20.0
57317 silly build mime-types@2.1.8
57318 info linkStuff mime-types@2.1.8
57319 silly linkStuff mime-types@2.1.8 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules as its parent node_modules
57320 verbose linkBins mime-types@2.1.8
57321 verbose linkMans mime-types@2.1.8
57322 silly build form-data@1.0.0-rc3
57323 info linkStuff form-data@1.0.0-rc3
57324 silly linkStuff form-data@1.0.0-rc3 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules as its parent node_modules
57325 verbose linkBins form-data@1.0.0-rc3
57326 verbose linkMans form-data@1.0.0-rc3
57327 silly build node-uuid@1.4.7
57328 info linkStuff node-uuid@1.4.7
57329 silly linkStuff node-uuid@1.4.7 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules as its parent node_modules
57330 verbose linkBins node-uuid@1.4.7
57331 verbose link bins [ { uuid: './bin/uuid' },
57331 verbose link bins   '/Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/.bin',
57331 verbose link bins   false ]
57332 verbose linkMans node-uuid@1.4.7
57333 silly gentlyRm /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/.bin/uuid is being purged
57334 verbose gentlyRm don't care about contents; nuking /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules/.bin/uuid
57335 silly build oauth-sign@0.8.0
57336 info linkStuff oauth-sign@0.8.0
57337 silly linkStuff oauth-sign@0.8.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules as its parent node_modules
57338 verbose linkBins oauth-sign@0.8.0
57339 verbose linkMans oauth-sign@0.8.0
57340 silly build qs@5.2.0
57341 info linkStuff qs@5.2.0
57342 silly linkStuff qs@5.2.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules as its parent node_modules
57343 verbose linkBins qs@5.2.0
57344 verbose linkMans qs@5.2.0
57345 silly build stringstream@0.0.5
57346 info linkStuff stringstream@0.0.5
57347 silly linkStuff stringstream@0.0.5 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules as its parent node_modules
57348 verbose linkBins stringstream@0.0.5
57349 verbose linkMans stringstream@0.0.5
57350 silly build tough-cookie@2.2.1
57351 info linkStuff tough-cookie@2.2.1
57352 silly linkStuff tough-cookie@2.2.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules as its parent node_modules
57353 verbose linkBins tough-cookie@2.2.1
57354 verbose linkMans tough-cookie@2.2.1
57355 silly build tunnel-agent@0.4.2
57356 info linkStuff tunnel-agent@0.4.2
57357 silly linkStuff tunnel-agent@0.4.2 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/request/node_modules as its parent node_modules
57358 verbose linkBins tunnel-agent@0.4.2
57359 verbose linkMans tunnel-agent@0.4.2
57360 silly build request@2.67.0
57361 info linkStuff request@2.67.0
57362 silly linkStuff request@2.67.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules as its parent node_modules
57363 verbose linkBins request@2.67.0
57364 verbose linkMans request@2.67.0
57365 silly build wrappy@1.0.1
57366 info linkStuff wrappy@1.0.1
57367 silly linkStuff wrappy@1.0.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/rimraf/node_modules/glob/node_modules/inflight/node_modules as its parent node_modules
57368 verbose linkBins wrappy@1.0.1
57369 verbose linkMans wrappy@1.0.1
57370 silly build inherits@2.0.1
57371 info linkStuff inherits@2.0.1
57372 silly linkStuff inherits@2.0.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/rimraf/node_modules/glob/node_modules as its parent node_modules
57373 verbose linkBins inherits@2.0.1
57374 verbose linkMans inherits@2.0.1
57375 silly build balanced-match@0.3.0
57376 info linkStuff balanced-match@0.3.0
57377 silly linkStuff balanced-match@0.3.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/rimraf/node_modules/glob/node_modules/minimatch/node_modules/brace-expansion/node_modules as its parent node_modules
57378 verbose linkBins balanced-match@0.3.0
57379 verbose linkMans balanced-match@0.3.0
57380 silly build concat-map@0.0.1
57381 info linkStuff concat-map@0.0.1
57382 silly linkStuff concat-map@0.0.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/rimraf/node_modules/glob/node_modules/minimatch/node_modules/brace-expansion/node_modules as its parent node_modules
57383 verbose linkBins concat-map@0.0.1
57384 verbose linkMans concat-map@0.0.1
57385 silly build brace-expansion@1.1.2
57386 info linkStuff brace-expansion@1.1.2
57387 silly linkStuff brace-expansion@1.1.2 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/rimraf/node_modules/glob/node_modules/minimatch/node_modules as its parent node_modules
57388 verbose linkBins brace-expansion@1.1.2
57389 verbose linkMans brace-expansion@1.1.2
57390 silly build minimatch@3.0.0
57391 info linkStuff minimatch@3.0.0
57392 silly linkStuff minimatch@3.0.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/rimraf/node_modules/glob/node_modules as its parent node_modules
57393 verbose linkBins minimatch@3.0.0
57394 verbose linkMans minimatch@3.0.0
57395 silly build wrappy@1.0.1
57396 info linkStuff wrappy@1.0.1
57397 silly linkStuff wrappy@1.0.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/rimraf/node_modules/glob/node_modules/once/node_modules as its parent node_modules
57398 verbose linkBins wrappy@1.0.1
57399 verbose linkMans wrappy@1.0.1
57400 silly build once@1.3.3
57401 info linkStuff once@1.3.3
57402 silly linkStuff once@1.3.3 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/rimraf/node_modules/glob/node_modules as its parent node_modules
57403 verbose linkBins once@1.3.3
57404 verbose linkMans once@1.3.3
57405 silly build inflight@1.0.4
57406 info linkStuff inflight@1.0.4
57407 silly linkStuff inflight@1.0.4 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/rimraf/node_modules/glob/node_modules as its parent node_modules
57408 verbose linkBins inflight@1.0.4
57409 verbose linkMans inflight@1.0.4
57410 silly build path-is-absolute@1.0.0
57411 info linkStuff path-is-absolute@1.0.0
57412 silly linkStuff path-is-absolute@1.0.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/rimraf/node_modules/glob/node_modules as its parent node_modules
57413 verbose linkBins path-is-absolute@1.0.0
57414 verbose linkMans path-is-absolute@1.0.0
57415 silly build glob@5.0.15
57416 info linkStuff glob@5.0.15
